gene,category,gene_base.x,cds_header,cds_seqname,locus_tag,protein_desc_from_cds,protein_id,gene_base.y,locus_base,protein_header,protein_desc_from_protein,protein_present_in_faa,match_type,gene.y,gene.x,gene_base
RvY_01716-1,Pooled-only,RvY_01716,"lcl|BDGG01000001.1_cds_GAU89128.1_2026 [gene=RvY_01716-1] [locus_tag=RvY_01716] [protein=hypothetical protein] [protein_id=GAU89128.1] [location=join(4952856..4953037,4953529..4953902,4953982..4954688)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU89128.1_2026,RvY_01716,hypothetical protein,GAU89128.1,RvY_01716,RvY_01716,GAU89128.1 hypothetical protein RvY_01716 [Ramazzottius varieornatus],hypothetical protein RvY_01716,TRUE,exact_gene,NA,NA,NA
RvY_01433-1,Pooled-only,RvY_01433,"lcl|BDGG01000001.1_cds_GAU88799.1_1697 [gene=RvY_01433-1] [locus_tag=RvY_01433] [protein=hypothetical protein] [protein_id=GAU88799.1] [location=join(4121848..4122278,4122737)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU88799.1_1697,RvY_01433,hypothetical protein,GAU88799.1,RvY_01433,RvY_01433,GAU88799.1 hypothetical protein RvY_01433 [Ramazzottius varieornatus],hypothetical protein RvY_01433,TRUE,exact_gene,NA,NA,NA
RvY_00482-1,Pooled-only,RvY_00482,lcl|BDGG01000001.1_cds_GAU87668.1_566 [gene=RvY_00482-1] [locus_tag=RvY_00482] [protein=hypothetical protein] [protein_id=GAU87668.1] [location=1393297..1393728] [gbkey=CDS],lcl|BDGG01000001.1_cds_GAU87668.1_566,RvY_00482,hypothetical protein,GAU87668.1,RvY_00482,RvY_00482,GAU87668.1 hypothetical protein RvY_00482 [Ramazzottius varieornatus],hypothetical protein RvY_00482,TRUE,exact_gene,NA,NA,NA
RvY_19214,Pooled-only,RvY_19214,lcl|BDGG01000026.1_cds_GAV09724.1_22621 [gene=RvY_19214] [locus_tag=RvY_19214-1] [protein=hypothetical protein] [protein_id=GAV09724.1] [location=complement(21042..21413)] [gbkey=CDS],lcl|BDGG01000026.1_cds_GAV09724.1_22621,RvY_19214-1,hypothetical protein,GAV09724.1,RvY_19214,RvY_19214,GAV09724.1 hypothetical protein RvY_19214-1 [Ramazzottius varieornatus],hypothetical protein RvY_19214-1,TRUE,exact_gene,NA,NA,NA
RvY_15678,Pooled-only,RvY_15678,"lcl|BDGG01000012.1_cds_GAV05572.1_18469 [gene=RvY_15678] [locus_tag=RvY_15678-1] [protein=hypothetical protein] [protein_id=GAV05572.1] [location=complement(join(868335..868980,869256..870025,870093..870428))] [gbkey=CDS]",lcl|BDGG01000012.1_cds_GAV05572.1_18469,RvY_15678-1,hypothetical protein,GAV05572.1,RvY_15678,RvY_15678,GAV05572.1 hypothetical protein RvY_15678-1 [Ramazzottius varieornatus],hypothetical protein RvY_15678-1,TRUE,exact_gene,NA,NA,NA
RvY_10445-1,Pooled-only,RvY_10445,"lcl|BDGG01000005.1_cds_GAU99440.1_12338 [gene=RvY_10445-1] [locus_tag=RvY_10445] [protein=hypothetical protein] [protein_id=GAU99440.1] [location=join(1755588..1756194,1756491..1756816)] [gbkey=CDS]",lcl|BDGG01000005.1_cds_GAU99440.1_12338,RvY_10445,hypothetical protein,GAU99440.1,RvY_10445,RvY_10445,GAU99440.1 hypothetical protein RvY_10445 [Ramazzottius varieornatus],hypothetical protein RvY_10445,TRUE,exact_gene,NA,NA,NA
RvY_11604,Pooled-only,RvY_11604,"lcl|BDGG01000006.1_cds_GAV00807.1_13704 [gene=RvY_11604] [locus_tag=RvY_11604-1] [protein=hypothetical protein] [protein_id=GAV00807.1] [location=join(1734020..1734269,1734391..1734549,1734602..1734697,1734778..1735181,1735433..1735930,1736006..1736194)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00807.1_13704,RvY_11604-1,hypothetical protein,GAV00807.1,RvY_11604,RvY_11604,GAV00807.1 hypothetical protein RvY_11604-1 [Ramazzottius varieornatus],hypothetical protein RvY_11604-1,TRUE,exact_gene,NA,NA,NA
RvY_18007-1,Pooled-only,RvY_18007,"lcl|BDGG01000017.1_cds_GAV08291.1_21188 [gene=RvY_18007-1] [locus_tag=RvY_18007] [protein=hypothetical protein] [protein_id=GAV08291.1] [location=complement(join(372099..372314,372662..372979))] [gbkey=CDS]",lcl|BDGG01000017.1_cds_GAV08291.1_21188,RvY_18007,hypothetical protein,GAV08291.1,RvY_18007,RvY_18007,GAV08291.1 hypothetical protein RvY_18007 [Ramazzottius varieornatus],hypothetical protein RvY_18007,TRUE,exact_gene,NA,NA,NA
RvY_01197-1,Pooled-only,RvY_01197,"lcl|BDGG01000001.1_cds_GAU88510.1_1408 [gene=RvY_01197-1] [locus_tag=RvY_01197] [protein=hypothetical protein] [protein_id=GAU88510.1] [location=join(3463299..3463359,3463421..3463522,3463599..3464152)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU88510.1_1408,RvY_01197,hypothetical protein,GAU88510.1,RvY_01197,RvY_01197,GAU88510.1 hypothetical protein RvY_01197 [Ramazzottius varieornatus],hypothetical protein RvY_01197,TRUE,exact_gene,NA,NA,NA
RvY_04686,Pooled-only,RvY_04686,"lcl|BDGG01000002.1_cds_GAU92632.1_5529 [gene=RvY_04686] [locus_tag=RvY_04686-1] [protein=hypothetical protein] [protein_id=GAU92632.1] [location=join(3745344..3745816,3745873..3745936,3746026..3746311,3746547..3746855,3747037..3747248,3747309..3747457,3747518..3747607,3747691..3747865)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92632.1_5529,RvY_04686-1,hypothetical protein,GAU92632.1,RvY_04686,RvY_04686,GAU92632.1 hypothetical protein RvY_04686-1 [Ramazzottius varieornatus],hypothetical protein RvY_04686-1,TRUE,exact_gene,NA,NA,NA
RvY_19025-1,Pooled-only,RvY_19025,"lcl|BDGG01000023.1_cds_GAV09488.1_22385 [gene=RvY_19025-1] [locus_tag=RvY_19025] [protein=hypothetical protein] [protein_id=GAV09488.1] [location=join(62734..62794,62857..62908,63003..63580,63680..65046)] [gbkey=CDS]",lcl|BDGG01000023.1_cds_GAV09488.1_22385,RvY_19025,hypothetical protein,GAV09488.1,RvY_19025,RvY_19025,GAV09488.1 hypothetical protein RvY_19025 [Ramazzottius varieornatus],hypothetical protein RvY_19025,TRUE,exact_gene,NA,NA,NA
RvY_08293-1,Pooled-only,RvY_08293,"lcl|BDGG01000003.1_cds_GAU96926.1_9824 [gene=RvY_08293-1] [locus_tag=RvY_08293] [protein=hypothetical protein] [protein_id=GAU96926.1] [location=complement(join(5214909..5215337,5215555..5215848,5216205..5216709,5217115..5217404,5217766..5217837))] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU96926.1_9824,RvY_08293,hypothetical protein,GAU96926.1,RvY_08293,RvY_08293,GAU96926.1 hypothetical protein RvY_08293 [Ramazzottius varieornatus],hypothetical protein RvY_08293,TRUE,exact_gene,NA,NA,NA
RvY_07667-1,Pooled-only,RvY_07667,"lcl|BDGG01000003.1_cds_GAU96184.1_9082 [gene=RvY_07667-1] [locus_tag=RvY_07667] [protein=hypothetical protein] [protein_id=GAU96184.1] [location=complement(join(3465355..3465632,3465998..3466802,3466877..3467173,3467254..3467736,3467810..3468609,3468685..3469033,3469117..3470622,3470932..3471243,3471317..3472230,3472310..3472545,3472605..3472773,3473601..3474027,3474086..3474940,3475027..3475569,3480235..3480332,3480621..3481532,3481849..3482547,3482697..3483278,3483581..3484060,3484375..3485211,3485410..3485656,3485743..3485919,3486062..3486533,3486687..3487363))] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU96184.1_9082,RvY_07667,hypothetical protein,GAU96184.1,RvY_07667,RvY_07667,GAU96184.1 hypothetical protein RvY_07667 [Ramazzottius varieornatus],hypothetical protein RvY_07667,TRUE,exact_gene,NA,NA,NA
RvY_14711-1,Pooled-only,RvY_14711,"lcl|BDGG01000010.1_cds_GAV04436.1_17333 [gene=RvY_14711-1] [locus_tag=RvY_14711] [protein=hypothetical protein] [protein_id=GAV04436.1] [location=complement(join(1825178..1825233,1825320..1825442,1825513..1825603))] [gbkey=CDS]",lcl|BDGG01000010.1_cds_GAV04436.1_17333,RvY_14711,hypothetical protein,GAV04436.1,RvY_14711,RvY_14711,GAV04436.1 hypothetical protein RvY_14711 [Ramazzottius varieornatus],hypothetical protein RvY_14711,TRUE,exact_gene,NA,NA,NA
RvY_18543-1,Pooled-only,RvY_18543,"lcl|BDGG01000019.1_cds_GAV08924.1_21821 [gene=RvY_18543-1] [locus_tag=RvY_18543] [protein=hypothetical protein] [protein_id=GAV08924.1] [location=join(318770..319120,319259..319323,319452..319533,319726..320052,320319..320737,320916..321351,321569..321907)] [gbkey=CDS]",lcl|BDGG01000019.1_cds_GAV08924.1_21821,RvY_18543,hypothetical protein,GAV08924.1,RvY_18543,RvY_18543,GAV08924.1 hypothetical protein RvY_18543 [Ramazzottius varieornatus],hypothetical protein RvY_18543,TRUE,exact_gene,NA,NA,NA
RvY_06939-1,Pooled-only,RvY_06939,"lcl|BDGG01000003.1_cds_GAU95295.1_8193 [gene=RvY_06939-1] [locus_tag=RvY_06939] [protein=hypothetical protein] [protein_id=GAU95295.1] [location=join(1489614..1490016,1490105..1490649)] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU95295.1_8193,RvY_06939,hypothetical protein,GAU95295.1,RvY_06939,RvY_06939,GAU95295.1 hypothetical protein RvY_06939 [Ramazzottius varieornatus],hypothetical protein RvY_06939,TRUE,exact_gene,NA,NA,NA
RvY_03835-1,Pooled-only,RvY_03835,"lcl|BDGG01000002.1_cds_GAU91610.1_4508 [gene=RvY_03835-1] [locus_tag=RvY_03835] [protein=hypothetical protein] [protein_id=GAU91610.1] [location=join(1283217..1283346,1283415..1283559,1283835..1284283,1284352..1284800)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91610.1_4508,RvY_03835,hypothetical protein,GAU91610.1,RvY_03835,RvY_03835,GAU91610.1 hypothetical protein RvY_03835 [Ramazzottius varieornatus],hypothetical protein RvY_03835,TRUE,exact_gene,NA,NA,NA
RvY_11464-1,Pooled-only,RvY_11464,lcl|BDGG01000006.1_cds_GAV00643.1_13540 [gene=RvY_11464-1] [locus_tag=RvY_11464] [protein=hypothetical protein] [protein_id=GAV00643.1] [location=complement(1304197..1304466)] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00643.1_13540,RvY_11464,hypothetical protein,GAV00643.1,RvY_11464,RvY_11464,GAV00643.1 hypothetical protein RvY_11464 [Ramazzottius varieornatus],hypothetical protein RvY_11464,TRUE,exact_gene,NA,NA,NA
RvY_18641,Pooled-only,RvY_18641,"lcl|BDGG01000020.1_cds_GAV09037.1_21934 [gene=RvY_18641] [locus_tag=RvY_18641-1] [protein=hypothetical protein] [protein_id=GAV09037.1] [location=complement(join(122586..122623,123291..123425,123529..123672,123741..124011,124068..124347,124418..124509,124849..124947,125053..125274,125361..125489,125556..125797,126015..126192))] [gbkey=CDS]",lcl|BDGG01000020.1_cds_GAV09037.1_21934,RvY_18641-1,hypothetical protein,GAV09037.1,RvY_18641,RvY_18641,GAV09037.1 hypothetical protein RvY_18641-1 [Ramazzottius varieornatus],hypothetical protein RvY_18641-1,TRUE,exact_gene,NA,NA,NA
RvY_03764-1,Pooled-only,RvY_03764,"lcl|BDGG01000002.1_cds_GAU91528.1_4426 [gene=RvY_03764-1] [locus_tag=RvY_03764] [protein=hypothetical protein] [protein_id=GAU91528.1] [location=complement(join(1060836..1060856,1061137..1061303,1061363..1061529,1061593..1061710,1061775..1062040,1062108..1062298,1062614..1062694,1062757..1063190,1063705..1063734,1063819..1063992,1064336..1064562,1065043..1065187,1065247..1065511))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91528.1_4426,RvY_03764,hypothetical protein,GAU91528.1,RvY_03764,RvY_03764,GAU91528.1 hypothetical protein RvY_03764 [Ramazzottius varieornatus],hypothetical protein RvY_03764,TRUE,exact_gene,NA,NA,NA
RvY_07956-1,Pooled-only,RvY_07956,"lcl|BDGG01000003.1_cds_GAU96525.1_9423 [gene=RvY_07956-1] [locus_tag=RvY_07956] [protein=hypothetical protein] [protein_id=GAU96525.1] [location=complement(join(4190540..4190860,4190922..4191001,4191062..4191105,4191161..4191302,4191374..4191470))] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU96525.1_9423,RvY_07956,hypothetical protein,GAU96525.1,RvY_07956,RvY_07956,GAU96525.1 hypothetical protein RvY_07956 [Ramazzottius varieornatus],hypothetical protein RvY_07956,TRUE,exact_gene,NA,NA,NA
RvY_03616,Pooled-only,RvY_03616,"lcl|BDGG01000002.1_cds_GAU91345.1_4243 [gene=RvY_03616] [locus_tag=RvY_03616-1] [protein=hypothetical protein] [protein_id=GAU91345.1] [location=join(675559..676093,676322..676557,676635..676747,676822..677135,677480..677808)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91345.1_4243,RvY_03616-1,hypothetical protein,GAU91345.1,RvY_03616,RvY_03616,GAU91345.1 hypothetical protein RvY_03616-1 [Ramazzottius varieornatus],hypothetical protein RvY_03616-1,TRUE,exact_gene,NA,NA,NA
RvY_03666-1,Pooled-only,RvY_03666,"lcl|BDGG01000002.1_cds_GAU91408.1_4306 [gene=RvY_03666-1] [locus_tag=RvY_03666] [protein=hypothetical protein] [protein_id=GAU91408.1] [location=complement(join(805040..805057,805135..805304,805575..806582,806751..807087))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91408.1_4306,RvY_03666,hypothetical protein,GAU91408.1,RvY_03666,RvY_03666,GAU91408.1 hypothetical protein RvY_03666 [Ramazzottius varieornatus],hypothetical protein RvY_03666,TRUE,exact_gene,NA,NA,NA
RvY_12252,Pooled-only,RvY_12252,"lcl|BDGG01000007.1_cds_GAV01557.1_14454 [gene=RvY_12252] [locus_tag=RvY_12252-1] [protein=hypothetical protein] [protein_id=GAV01557.1] [location=complement(join(1163826..1164031,1164310..1164573,1164648..1164827,1164996..1165778,1165880..1166090))] [gbkey=CDS]",lcl|BDGG01000007.1_cds_GAV01557.1_14454,RvY_12252-1,hypothetical protein,GAV01557.1,RvY_12252,RvY_12252,GAV01557.1 hypothetical protein RvY_12252-1 [Ramazzottius varieornatus],hypothetical protein RvY_12252-1,TRUE,exact_gene,NA,NA,NA
RvY_02000-1,Pooled-only,RvY_02000,"lcl|BDGG01000001.1_cds_GAU89451.1_2349 [gene=RvY_02000-1] [locus_tag=RvY_02000] [protein=hypothetical protein] [protein_id=GAU89451.1] [location=join(5612466..5613005,5613181..5613783)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU89451.1_2349,RvY_02000,hypothetical protein,GAU89451.1,RvY_02000,RvY_02000,GAU89451.1 hypothetical protein RvY_02000 [Ramazzottius varieornatus],hypothetical protein RvY_02000,TRUE,exact_gene,NA,NA,NA
RvY_00970-1,Pooled-only,RvY_00970,"lcl|BDGG01000001.1_cds_GAU88230.1_1128 [gene=RvY_00970-1] [locus_tag=RvY_00970] [protein=hypothetical protein] [protein_id=GAU88230.1] [location=complement(join(2685822..2686112,2686378..2686687,2686759..2686872,2686936..2687015,2687094..2687198,2687257..2687332,2687427..2687613,2687680..2688513,2688927..2689257))] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU88230.1_1128,RvY_00970,hypothetical protein,GAU88230.1,RvY_00970,RvY_00970,GAU88230.1 hypothetical protein RvY_00970 [Ramazzottius varieornatus],hypothetical protein RvY_00970,TRUE,exact_gene,NA,NA,NA
RvY_17052-1,Pooled-only,RvY_17052,"lcl|BDGG01000014.1_cds_GAV07179.1_20076 [gene=RvY_17052-1] [locus_tag=RvY_17052] [protein=hypothetical protein] [protein_id=GAV07179.1] [location=complement(join(1292124..1292283,1292347..1292413,1292477..1292914,1292986..1293175))] [gbkey=CDS]",lcl|BDGG01000014.1_cds_GAV07179.1_20076,RvY_17052,hypothetical protein,GAV07179.1,RvY_17052,RvY_17052,GAV07179.1 hypothetical protein RvY_17052 [Ramazzottius varieornatus],hypothetical protein RvY_17052,TRUE,exact_gene,NA,NA,NA
RvY_11038-1,Pooled-only,RvY_11038,"lcl|BDGG01000006.1_cds_GAV00150.1_13047 [gene=RvY_11038-1] [locus_tag=RvY_11038] [protein=hypothetical protein] [protein_id=GAV00150.1] [location=join(71673..71741,71873..72290,72412..72860)] [gbkey=CDS]",lcl|BDGG01000006.1_cds_GAV00150.1_13047,RvY_11038,hypothetical protein,GAV00150.1,RvY_11038,RvY_11038,GAV00150.1 hypothetical protein RvY_11038 [Ramazzottius varieornatus],hypothetical protein RvY_11038,TRUE,exact_gene,NA,NA,NA
RvY_06258-1,Pooled-only,RvY_06258,"lcl|BDGG01000002.1_cds_GAU94489.1_7387 [gene=RvY_06258-1] [locus_tag=RvY_06258] [protein=hypothetical protein] [protein_id=GAU94489.1] [location=join(8546340..8546756,8547025..8547666)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU94489.1_7387,RvY_06258,hypothetical protein,GAU94489.1,RvY_06258,RvY_06258,GAU94489.1 hypothetical protein RvY_06258 [Ramazzottius varieornatus],hypothetical protein RvY_06258,TRUE,exact_gene,NA,NA,NA
RvY_16564-1,Pooled-only,RvY_16564,"lcl|BDGG01000013.1_cds_GAV06602.1_19499 [gene=RvY_16564-1] [locus_tag=RvY_16564] [protein=hypothetical protein] [protein_id=GAV06602.1] [location=complement(join(1574702..1574811,1574879..1574977,1575069..1575255))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06602.1_19499,RvY_16564,hypothetical protein,GAV06602.1,RvY_16564,RvY_16564,GAV06602.1 hypothetical protein RvY_16564 [Ramazzottius varieornatus],hypothetical protein RvY_16564,TRUE,exact_gene,NA,NA,NA
RvY_12219-1,Pooled-only,RvY_12219,lcl|BDGG01000007.1_cds_GAV01520.1_14417 [gene=RvY_12219-1] [locus_tag=RvY_12219] [protein=hypothetical protein] [protein_id=GAV01520.1] [location=complement(1079215..1079523)] [gbkey=CDS],lcl|BDGG01000007.1_cds_GAV01520.1_14417,RvY_12219,hypothetical protein,GAV01520.1,RvY_12219,RvY_12219,GAV01520.1 hypothetical protein RvY_12219 [Ramazzottius varieornatus],hypothetical protein RvY_12219,TRUE,exact_gene,NA,NA,NA
RvY_08284-1,Pooled-only,RvY_08284,"lcl|BDGG01000003.1_cds_GAU96915.1_9813 [gene=RvY_08284-1] [locus_tag=RvY_08284] [protein=hypothetical protein] [protein_id=GAU96915.1] [location=complement(join(5198680..5198786,5198868..5198985,5199073..5199237,5199321..5199363,5199432..5199589,5199666..5199775,5199839..5199947))] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU96915.1_9813,RvY_08284,hypothetical protein,GAU96915.1,RvY_08284,RvY_08284,GAU96915.1 hypothetical protein RvY_08284 [Ramazzottius varieornatus],hypothetical protein RvY_08284,TRUE,exact_gene,NA,NA,NA
RvY_06831-1,Pooled-only,RvY_06831,"lcl|BDGG01000003.1_cds_GAU95159.1_8057 [gene=RvY_06831-1] [locus_tag=RvY_06831] [protein=hypothetical protein] [protein_id=GAU95159.1] [location=complement(join(1164848..1165023,1165442..1165523))] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU95159.1_8057,RvY_06831,hypothetical protein,GAU95159.1,RvY_06831,RvY_06831,GAU95159.1 hypothetical protein RvY_06831 [Ramazzottius varieornatus],hypothetical protein RvY_06831,TRUE,exact_gene,NA,NA,NA
RvY_09023,Pooled-only,RvY_09023,"lcl|BDGG01000004.1_cds_GAU97787.1_10685 [gene=RvY_09023] [locus_tag=RvY_09023-2] [protein=hypothetical protein] [protein_id=GAU97787.1] [location=complement(join(2052297..2052423,2052517..2052787,2052890..2053305,2053534..2053907))] [gbkey=CDS]",lcl|BDGG01000004.1_cds_GAU97787.1_10685,RvY_09023-2,hypothetical protein,GAU97787.1,RvY_09023,RvY_09023,GAU97787.1 hypothetical protein RvY_09023-2 [Ramazzottius varieornatus],hypothetical protein RvY_09023-2,TRUE,exact_gene,NA,NA,NA
RvY_07331,Pooled-only,RvY_07331,"lcl|BDGG01000003.1_cds_GAU95769.1_8667 [gene=RvY_07331] [locus_tag=RvY_07331-2] [protein=hypothetical protein] [protein_id=GAU95769.1] [location=complement(join(2597861..2599110,2599450..2599878,2600605..2600930,2600998..2601038))] [gbkey=CDS]",lcl|BDGG01000003.1_cds_GAU95769.1_8667,RvY_07331-2,hypothetical protein,GAU95769.1,RvY_07331,RvY_07331,GAU95769.1 hypothetical protein RvY_07331-2 [Ramazzottius varieornatus],hypothetical protein RvY_07331-2,TRUE,exact_gene,NA,NA,NA
RvY_12301-1,Pooled-only,RvY_12301,lcl|BDGG01000007.1_cds_GAV01615.1_14512 [gene=RvY_12301-1] [locus_tag=RvY_12301] [protein=hypothetical protein] [protein_id=GAV01615.1] [location=complement(1315318..1316184)] [gbkey=CDS],lcl|BDGG01000007.1_cds_GAV01615.1_14512,RvY_12301,hypothetical protein,GAV01615.1,RvY_12301,RvY_12301,GAV01615.1 hypothetical protein RvY_12301 [Ramazzottius varieornatus],hypothetical protein RvY_12301,TRUE,exact_gene,NA,NA,NA
RvY_15280-2,Pooled-only,RvY_15280,"lcl|BDGG01000011.1_cds_GAV05101.1_17998 [gene=RvY_15280-2] [locus_tag=RvY_15280] [protein=hypothetical protein] [protein_id=GAV05101.1] [location=join(1617289..1618224,1618315..1618527)] [gbkey=CDS]",lcl|BDGG01000011.1_cds_GAV05101.1_17998,RvY_15280,hypothetical protein,GAV05101.1,RvY_15280,RvY_15280,GAV05101.1 hypothetical protein RvY_15280 [Ramazzottius varieornatus],hypothetical protein RvY_15280,TRUE,exact_gene,NA,NA,NA
RvY_10068-1,Pooled-only,RvY_10068,"lcl|BDGG01000005.1_cds_GAU99006.1_11904 [gene=RvY_10068-1] [locus_tag=RvY_10068] [protein=hypothetical protein] [protein_id=GAU99006.1] [location=complement(join(710724..711227,711379..711852))] [gbkey=CDS]",lcl|BDGG01000005.1_cds_GAU99006.1_11904,RvY_10068,hypothetical protein,GAU99006.1,RvY_10068,RvY_10068,GAU99006.1 hypothetical protein RvY_10068 [Ramazzottius varieornatus],hypothetical protein RvY_10068,TRUE,exact_gene,NA,NA,NA
RvY_15025-1,Pooled-only,RvY_15025,"lcl|BDGG01000011.1_cds_GAV04801.1_17698 [gene=RvY_15025-1] [locus_tag=RvY_15025] [protein=hypothetical protein] [protein_id=GAV04801.1] [location=join(830157..830202,830434..830540,830685..831251)] [gbkey=CDS]",lcl|BDGG01000011.1_cds_GAV04801.1_17698,RvY_15025,hypothetical protein,GAV04801.1,RvY_15025,RvY_15025,GAV04801.1 hypothetical protein RvY_15025 [Ramazzottius varieornatus],hypothetical protein RvY_15025,TRUE,exact_gene,NA,NA,NA
RvY_11696-1,Pooled-only,RvY_11696,lcl|BDGG01000006.1_cds_GAV00913.1_13810 [gene=RvY_11696-1] [locus_tag=RvY_11696] [protein=HSP70-9] [protein_id=GAV00913.1] [location=2022765..2023115] [gbkey=CDS],lcl|BDGG01000006.1_cds_GAV00913.1_13810,RvY_11696,HSP70-9,GAV00913.1,RvY_11696,RvY_11696,GAV00913.1 HSP70-9 [Ramazzottius varieornatus],HSP70-9,TRUE,exact_gene,NA,NA,NA
RvY_11995,Pooled-only,RvY_11995,"lcl|BDGG01000007.1_cds_GAV01255.1_14152 [gene=RvY_11995] [locus_tag=RvY_11995-1] [protein=hypothetical protein] [protein_id=GAV01255.1] [location=join(360230..360556,360667..360804,360879..361355)] [gbkey=CDS]",lcl|BDGG01000007.1_cds_GAV01255.1_14152,RvY_11995-1,hypothetical protein,GAV01255.1,RvY_11995,RvY_11995,GAV01255.1 hypothetical protein RvY_11995-1 [Ramazzottius varieornatus],hypothetical protein RvY_11995-1,TRUE,exact_gene,NA,NA,NA
RvY_01193-1,Pooled-only,RvY_01193,"lcl|BDGG01000001.1_cds_GAU88506.1_1404 [gene=RvY_01193-1] [locus_tag=RvY_01193] [protein=hypothetical protein] [protein_id=GAU88506.1] [location=join(3451379..3451465,3451620..3452601,3452681..3454264,3454383..3454647,3454724..3454867,3454944..3455346)] [gbkey=CDS]",lcl|BDGG01000001.1_cds_GAU88506.1_1404,RvY_01193,hypothetical protein,GAU88506.1,RvY_01193,RvY_01193,GAU88506.1 hypothetical protein RvY_01193 [Ramazzottius varieornatus],hypothetical protein RvY_01193,TRUE,exact_gene,NA,NA,NA
RvY_12015-1,Pooled-only,RvY_12015,"lcl|BDGG01000007.1_cds_GAV01278.1_14175 [gene=RvY_12015-1] [locus_tag=RvY_12015] [protein=hypothetical protein] [protein_id=GAV01278.1] [location=join(426920..427520,427582..428384)] [gbkey=CDS]",lcl|BDGG01000007.1_cds_GAV01278.1_14175,RvY_12015,hypothetical protein,GAV01278.1,RvY_12015,RvY_12015,GAV01278.1 hypothetical protein RvY_12015 [Ramazzottius varieornatus],hypothetical protein RvY_12015,TRUE,exact_gene,NA,NA,NA
RvY_06816-1,Pooled-only,RvY_06816,lcl|BDGG01000003.1_cds_GAU95141.1_8039 [gene=RvY_06816-1] [locus_tag=RvY_06816] [protein=hypothetical protein] [protein_id=GAU95141.1] [location=complement(1121825..1122367)] [gbkey=CDS],lcl|BDGG01000003.1_cds_GAU95141.1_8039,RvY_06816,hypothetical protein,GAU95141.1,RvY_06816,RvY_06816,GAU95141.1 hypothetical protein RvY_06816 [Ramazzottius varieornatus],hypothetical protein RvY_06816,TRUE,exact_gene,NA,NA,NA
RvY_14820-1,Pooled-only,RvY_14820,lcl|BDGG01000011.1_cds_GAV04553.1_17450 [gene=RvY_14820-1] [locus_tag=RvY_14820] [protein=hypothetical protein] [protein_id=GAV04553.1] [location=complement(246213..246899)] [gbkey=CDS],lcl|BDGG01000011.1_cds_GAV04553.1_17450,RvY_14820,hypothetical protein,GAV04553.1,RvY_14820,RvY_14820,GAV04553.1 hypothetical protein RvY_14820 [Ramazzottius varieornatus],hypothetical protein RvY_14820,TRUE,exact_gene,NA,NA,NA
RvY_13094-1,Pooled-only,RvY_13094,"lcl|BDGG01000008.1_cds_GAV02547.1_15444 [gene=RvY_13094-1] [locus_tag=RvY_13094] [protein=hypothetical protein] [protein_id=GAV02547.1] [location=join(1147996..1148088,1148189..1148300,1148400..1148563,1148643..1148895,1148955..1149079,1149156..1149446)] [gbkey=CDS]",lcl|BDGG01000008.1_cds_GAV02547.1_15444,RvY_13094,hypothetical protein,GAV02547.1,RvY_13094,RvY_13094,GAV02547.1 hypothetical protein RvY_13094 [Ramazzottius varieornatus],hypothetical protein RvY_13094,TRUE,exact_gene,NA,NA,NA
RvY_15289,Pooled-only,RvY_15289,"lcl|BDGG01000011.1_cds_GAV05112.1_18009 [gene=RvY_15289] [locus_tag=RvY_15289-2] [protein=hypothetical protein] [protein_id=GAV05112.1] [location=complement(join(1660316..1660369,1660449..1660706))] [gbkey=CDS]",lcl|BDGG01000011.1_cds_GAV05112.1_18009,RvY_15289-2,hypothetical protein,GAV05112.1,RvY_15289,RvY_15289,GAV05112.1 hypothetical protein RvY_15289-2 [Ramazzottius varieornatus],hypothetical protein RvY_15289-2,TRUE,exact_gene,NA,NA,NA
