cds_header,cds_seqname,gene,locus_tag,protein_desc_from_cds,protein_id,gene_base,locus_base,protein_header,protein_desc_from_protein,protein_present_in_faa
"lcl|BDGG01000013.1_cds_GAV06022.1_18919 [gene=RvY_16062] [locus_tag=RvY_16062-3] [protein=hypothetical protein] [protein_id=GAV06022.1] [location=join(150552..150555,150661..150978,151180..151541)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06022.1_18919,RvY_16062,RvY_16062-3,hypothetical protein,GAV06022.1,RvY_16062,RvY_16062,GAV06022.1 hypothetical protein RvY_16062-3 [Ramazzottius varieornatus],hypothetical protein RvY_16062-3,TRUE
lcl|BDGG01000013.1_cds_GAV06023.1_18920 [gene=RvY_16063-1] [locus_tag=RvY_16063] [protein=hypothetical protein] [protein_id=GAV06023.1] [location=complement(151818..152093)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06023.1_18920,RvY_16063-1,RvY_16063,hypothetical protein,GAV06023.1,RvY_16063,RvY_16063,GAV06023.1 hypothetical protein RvY_16063 [Ramazzottius varieornatus],hypothetical protein RvY_16063,TRUE
"lcl|BDGG01000013.1_cds_GAV06024.1_18921 [gene=RvY_16064-1] [locus_tag=RvY_16064] [protein=hypothetical protein] [protein_id=GAV06024.1] [location=complement(join(152093..152478,152543..152747))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06024.1_18921,RvY_16064-1,RvY_16064,hypothetical protein,GAV06024.1,RvY_16064,RvY_16064,GAV06024.1 hypothetical protein RvY_16064 [Ramazzottius varieornatus],hypothetical protein RvY_16064,TRUE
"lcl|BDGG01000013.1_cds_GAV06025.1_18922 [gene=RvY_16065-1] [locus_tag=RvY_16065] [protein=hypothetical protein] [protein_id=GAV06025.1] [location=join(153833..153899,153982..154157,154341..154719,154779..154906,155037..155159,155718..155801)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06025.1_18922,RvY_16065-1,RvY_16065,hypothetical protein,GAV06025.1,RvY_16065,RvY_16065,GAV06025.1 hypothetical protein RvY_16065 [Ramazzottius varieornatus],hypothetical protein RvY_16065,TRUE
"lcl|BDGG01000013.1_cds_GAV06026.1_18923 [gene=RvY_16066-1] [locus_tag=RvY_16066] [protein=hypothetical protein] [protein_id=GAV06026.1] [location=complement(join(156050..156602,156669..156735,156824..156937,157009..157059,157128..157440))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06026.1_18923,RvY_16066-1,RvY_16066,hypothetical protein,GAV06026.1,RvY_16066,RvY_16066,GAV06026.1 hypothetical protein RvY_16066 [Ramazzottius varieornatus],hypothetical protein RvY_16066,TRUE
lcl|BDGG01000013.1_cds_GAV06027.1_18924 [gene=RvY_16067-1] [locus_tag=RvY_16067] [protein=hypothetical protein] [protein_id=GAV06027.1] [location=complement(161008..161403)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06027.1_18924,RvY_16067-1,RvY_16067,hypothetical protein,GAV06027.1,RvY_16067,RvY_16067,GAV06027.1 hypothetical protein RvY_16067 [Ramazzottius varieornatus],hypothetical protein RvY_16067,TRUE
"lcl|BDGG01000013.1_cds_GAV06028.1_18925 [gene=RvY_16068-1] [locus_tag=RvY_16068] [protein=hypothetical protein] [protein_id=GAV06028.1] [location=join(161488..161714,162306..162795)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06028.1_18925,RvY_16068-1,RvY_16068,hypothetical protein,GAV06028.1,RvY_16068,RvY_16068,GAV06028.1 hypothetical protein RvY_16068 [Ramazzottius varieornatus],hypothetical protein RvY_16068,TRUE
"lcl|BDGG01000013.1_cds_GAV06029.1_18926 [gene=RvY_16069-1] [locus_tag=RvY_16069] [protein=hypothetical protein] [protein_id=GAV06029.1] [location=complement(join(163549..163702,163990..164185,164269..164382,165428..165608))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06029.1_18926,RvY_16069-1,RvY_16069,hypothetical protein,GAV06029.1,RvY_16069,RvY_16069,GAV06029.1 hypothetical protein RvY_16069 [Ramazzottius varieornatus],hypothetical protein RvY_16069,TRUE
"lcl|BDGG01000013.1_cds_GAV06030.1_18927 [gene=RvY_16070-1] [locus_tag=RvY_16070] [protein=hypothetical protein] [protein_id=GAV06030.1] [location=join(167614..167680,167788..168000,168447..168925,169434..170054)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06030.1_18927,RvY_16070-1,RvY_16070,hypothetical protein,GAV06030.1,RvY_16070,RvY_16070,GAV06030.1 hypothetical protein RvY_16070 [Ramazzottius varieornatus],hypothetical protein RvY_16070,TRUE
lcl|BDGG01000013.1_cds_GAV06031.1_18928 [gene=RvY_16071-1] [locus_tag=RvY_16071] [protein=hypothetical protein] [protein_id=GAV06031.1] [location=170991..172169] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06031.1_18928,RvY_16071-1,RvY_16071,hypothetical protein,GAV06031.1,RvY_16071,RvY_16071,GAV06031.1 hypothetical protein RvY_16071 [Ramazzottius varieornatus],hypothetical protein RvY_16071,TRUE
"lcl|BDGG01000013.1_cds_GAV06032.1_18929 [gene=RvY_16072] [locus_tag=RvY_16072-1] [protein=hypothetical protein] [protein_id=GAV06032.1] [location=complement(join(172379..172649,173468..173643))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06032.1_18929,RvY_16072,RvY_16072-1,hypothetical protein,GAV06032.1,RvY_16072,RvY_16072,GAV06032.1 hypothetical protein RvY_16072-1 [Ramazzottius varieornatus],hypothetical protein RvY_16072-1,TRUE
lcl|BDGG01000013.1_cds_GAV06033.1_18930 [gene=RvY_16072] [locus_tag=RvY_16072-2] [protein=hypothetical protein] [protein_id=GAV06033.1] [location=complement(172379..172693)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06033.1_18930,RvY_16072,RvY_16072-2,hypothetical protein,GAV06033.1,RvY_16072,RvY_16072,GAV06033.1 hypothetical protein RvY_16072-2 [Ramazzottius varieornatus],hypothetical protein RvY_16072-2,TRUE
lcl|BDGG01000013.1_cds_GAV06034.1_18931 [gene=RvY_16073-1] [locus_tag=RvY_16073] [protein=hypothetical protein] [protein_id=GAV06034.1] [location=176001..176240] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06034.1_18931,RvY_16073-1,RvY_16073,hypothetical protein,GAV06034.1,RvY_16073,RvY_16073,GAV06034.1 hypothetical protein RvY_16073 [Ramazzottius varieornatus],hypothetical protein RvY_16073,TRUE
lcl|BDGG01000013.1_cds_GAV06035.1_18932 [gene=RvY_16074-1] [locus_tag=RvY_16074] [protein=hypothetical protein] [protein_id=GAV06035.1] [location=177377..178414] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06035.1_18932,RvY_16074-1,RvY_16074,hypothetical protein,GAV06035.1,RvY_16074,RvY_16074,GAV06035.1 hypothetical protein RvY_16074 [Ramazzottius varieornatus],hypothetical protein RvY_16074,TRUE
"lcl|BDGG01000013.1_cds_GAV06036.1_18933 [gene=RvY_16075-1] [locus_tag=RvY_16075] [protein=hypothetical protein] [protein_id=GAV06036.1] [location=complement(join(184510..184829,185938..186154,186227..186460,186572..186694,186969..187194,187541..187779,188583..188717,188799..189053,189144..189313,189515..189581,189655..189758,189822..189990))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06036.1_18933,RvY_16075-1,RvY_16075,hypothetical protein,GAV06036.1,RvY_16075,RvY_16075,GAV06036.1 hypothetical protein RvY_16075 [Ramazzottius varieornatus],hypothetical protein RvY_16075,TRUE
"lcl|BDGG01000013.1_cds_GAV06037.1_18934 [gene=RvY_16076-1] [locus_tag=RvY_16076] [protein=hypothetical protein] [protein_id=GAV06037.1] [location=join(190354..190538,190713..190902)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06037.1_18934,RvY_16076-1,RvY_16076,hypothetical protein,GAV06037.1,RvY_16076,RvY_16076,GAV06037.1 hypothetical protein RvY_16076 [Ramazzottius varieornatus],hypothetical protein RvY_16076,TRUE
lcl|BDGG01000013.1_cds_GAV06038.1_18935 [gene=RvY_16077-1] [locus_tag=RvY_16077] [protein=hypothetical protein] [protein_id=GAV06038.1] [location=191068..191445] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06038.1_18935,RvY_16077-1,RvY_16077,hypothetical protein,GAV06038.1,RvY_16077,RvY_16077,GAV06038.1 hypothetical protein RvY_16077 [Ramazzottius varieornatus],hypothetical protein RvY_16077,TRUE
"lcl|BDGG01000013.1_cds_GAV06039.1_18936 [gene=RvY_16078-1] [locus_tag=RvY_16078] [protein=hypothetical protein] [protein_id=GAV06039.1] [location=complement(join(191907..192522,192744..192859))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06039.1_18936,RvY_16078-1,RvY_16078,hypothetical protein,GAV06039.1,RvY_16078,RvY_16078,GAV06039.1 hypothetical protein RvY_16078 [Ramazzottius varieornatus],hypothetical protein RvY_16078,TRUE
"lcl|BDGG01000013.1_cds_GAV06040.1_18937 [gene=RvY_16079-1] [locus_tag=RvY_16079] [protein=hypothetical protein] [protein_id=GAV06040.1] [location=join(193214..193719,193781..194192,194336..194642,194712..194888,195186..195404,195488..195780,196023..196268,196699..197277)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06040.1_18937,RvY_16079-1,RvY_16079,hypothetical protein,GAV06040.1,RvY_16079,RvY_16079,GAV06040.1 hypothetical protein RvY_16079 [Ramazzottius varieornatus],hypothetical protein RvY_16079,TRUE
"lcl|BDGG01000013.1_cds_GAV06041.1_18938 [gene=RvY_16080-1] [locus_tag=RvY_16080] [protein=hypothetical protein] [protein_id=GAV06041.1] [location=join(198547..198661,198745..198792,198872..198901,199001..199120,199278..199352,199435..199506,199577..199669,199736..199890)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06041.1_18938,RvY_16080-1,RvY_16080,hypothetical protein,GAV06041.1,RvY_16080,RvY_16080,GAV06041.1 hypothetical protein RvY_16080 [Ramazzottius varieornatus],hypothetical protein RvY_16080,TRUE
"lcl|BDGG01000013.1_cds_GAV06042.1_18939 [gene=RvY_16081-1] [locus_tag=RvY_16081] [protein=hypothetical protein] [protein_id=GAV06042.1] [location=join(200933..200963,201032..201072,201157..201291,201380..201796,202231..202572)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06042.1_18939,RvY_16081-1,RvY_16081,hypothetical protein,GAV06042.1,RvY_16081,RvY_16081,GAV06042.1 hypothetical protein RvY_16081 [Ramazzottius varieornatus],hypothetical protein RvY_16081,TRUE
"lcl|BDGG01000013.1_cds_GAV06043.1_18940 [gene=RvY_16082-1] [locus_tag=RvY_16082] [protein=hypothetical protein] [protein_id=GAV06043.1] [location=complement(join(204288..204330,204414..204520,204598..204661,204736..204800,205006..205334,205678..205858,205999..206072,206139..206259))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06043.1_18940,RvY_16082-1,RvY_16082,hypothetical protein,GAV06043.1,RvY_16082,RvY_16082,GAV06043.1 hypothetical protein RvY_16082 [Ramazzottius varieornatus],hypothetical protein RvY_16082,TRUE
"lcl|BDGG01000013.1_cds_GAV06044.1_18941 [gene=RvY_16083-1] [locus_tag=RvY_16083] [protein=hypothetical protein] [protein_id=GAV06044.1] [location=complement(join(206807..207227,207405..207791,208154..208352,208430..208639,208801..208902,208986..209139,209249..209348,209506..209768))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06044.1_18941,RvY_16083-1,RvY_16083,hypothetical protein,GAV06044.1,RvY_16083,RvY_16083,GAV06044.1 hypothetical protein RvY_16083 [Ramazzottius varieornatus],hypothetical protein RvY_16083,TRUE
lcl|BDGG01000013.1_cds_GAV06045.1_18942 [gene=RvY_16084-1] [locus_tag=RvY_16084] [protein=hypothetical protein] [protein_id=GAV06045.1] [location=209916..210164] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06045.1_18942,RvY_16084-1,RvY_16084,hypothetical protein,GAV06045.1,RvY_16084,RvY_16084,GAV06045.1 hypothetical protein RvY_16084 [Ramazzottius varieornatus],hypothetical protein RvY_16084,TRUE
"lcl|BDGG01000013.1_cds_GAV06046.1_18943 [gene=RvY_16085-1] [locus_tag=RvY_16085] [protein=hypothetical protein] [protein_id=GAV06046.1] [location=join(211126..211262,211349..211452,212101..212411,212472..212789,212842..212961,213155..213452,213522..213601,213754..213939)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06046.1_18943,RvY_16085-1,RvY_16085,hypothetical protein,GAV06046.1,RvY_16085,RvY_16085,GAV06046.1 hypothetical protein RvY_16085 [Ramazzottius varieornatus],hypothetical protein RvY_16085,TRUE
lcl|BDGG01000013.1_cds_GAV06047.1_18944 [gene=RvY_16086-1] [locus_tag=RvY_16086] [protein=hypothetical protein] [partial=5'] [protein_id=GAV06047.1] [location=complement(220376..>220648)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06047.1_18944,RvY_16086-1,RvY_16086,hypothetical protein,GAV06047.1,RvY_16086,RvY_16086,"GAV06047.1 hypothetical protein RvY_16086, partial [Ramazzottius varieornatus]","hypothetical protein RvY_16086, partial",TRUE
"lcl|BDGG01000013.1_cds_GAV06048.1_18945 [gene=RvY_16087-1] [locus_tag=RvY_16087] [protein=hypothetical protein] [protein_id=GAV06048.1] [location=complement(join(221071..221733,221838..222041,222174..222329))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06048.1_18945,RvY_16087-1,RvY_16087,hypothetical protein,GAV06048.1,RvY_16087,RvY_16087,GAV06048.1 hypothetical protein RvY_16087 [Ramazzottius varieornatus],hypothetical protein RvY_16087,TRUE
"lcl|BDGG01000013.1_cds_GAV06049.1_18946 [gene=RvY_16088-1] [locus_tag=RvY_16088] [protein=hypothetical protein] [protein_id=GAV06049.1] [location=complement(join(222402..222682,222776..223094))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06049.1_18946,RvY_16088-1,RvY_16088,hypothetical protein,GAV06049.1,RvY_16088,RvY_16088,GAV06049.1 hypothetical protein RvY_16088 [Ramazzottius varieornatus],hypothetical protein RvY_16088,TRUE
"lcl|BDGG01000013.1_cds_GAV06050.1_18947 [gene=RvY_16089-1] [locus_tag=RvY_16089] [protein=hypothetical protein] [protein_id=GAV06050.1] [location=join(224573..224658,224753..224894)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06050.1_18947,RvY_16089-1,RvY_16089,hypothetical protein,GAV06050.1,RvY_16089,RvY_16089,GAV06050.1 hypothetical protein RvY_16089 [Ramazzottius varieornatus],hypothetical protein RvY_16089,TRUE
lcl|BDGG01000013.1_cds_GAV06051.1_18948 [gene=RvY_16090-1] [locus_tag=RvY_16090] [protein=hypothetical protein] [protein_id=GAV06051.1] [location=complement(224909..225181)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06051.1_18948,RvY_16090-1,RvY_16090,hypothetical protein,GAV06051.1,RvY_16090,RvY_16090,GAV06051.1 hypothetical protein RvY_16090 [Ramazzottius varieornatus],hypothetical protein RvY_16090,TRUE
"lcl|BDGG01000013.1_cds_GAV06052.1_18949 [gene=RvY_16091-1] [locus_tag=RvY_16091] [protein=hypothetical protein] [protein_id=GAV06052.1] [location=complement(join(225625..225723,225822..225887))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06052.1_18949,RvY_16091-1,RvY_16091,hypothetical protein,GAV06052.1,RvY_16091,RvY_16091,GAV06052.1 hypothetical protein RvY_16091 [Ramazzottius varieornatus],hypothetical protein RvY_16091,TRUE
lcl|BDGG01000013.1_cds_GAV06053.1_18950 [gene=RvY_16092-1] [locus_tag=RvY_16092] [protein=hypothetical protein] [protein_id=GAV06053.1] [location=complement(225944..226240)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06053.1_18950,RvY_16092-1,RvY_16092,hypothetical protein,GAV06053.1,RvY_16092,RvY_16092,GAV06053.1 hypothetical protein RvY_16092 [Ramazzottius varieornatus],hypothetical protein RvY_16092,TRUE
"lcl|BDGG01000013.1_cds_GAV06054.1_18951 [gene=RvY_16093-1] [locus_tag=RvY_16093] [protein=hypothetical protein] [protein_id=GAV06054.1] [location=complement(join(226244..226321,226372..226704))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06054.1_18951,RvY_16093-1,RvY_16093,hypothetical protein,GAV06054.1,RvY_16093,RvY_16093,GAV06054.1 hypothetical protein RvY_16093 [Ramazzottius varieornatus],hypothetical protein RvY_16093,TRUE
"lcl|BDGG01000013.1_cds_GAV06055.1_18952 [gene=RvY_16094-1] [locus_tag=RvY_16094] [protein=hypothetical protein] [protein_id=GAV06055.1] [location=join(228253..228492,228567..228747,228817..228876,229344..229530,229609..229796,229861..229917,230011..230090,230182..230238,230361..230504)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06055.1_18952,RvY_16094-1,RvY_16094,hypothetical protein,GAV06055.1,RvY_16094,RvY_16094,GAV06055.1 hypothetical protein RvY_16094 [Ramazzottius varieornatus],hypothetical protein RvY_16094,TRUE
lcl|BDGG01000013.1_cds_GAV06056.1_18953 [gene=RvY_16095-1] [locus_tag=RvY_16095] [protein=hypothetical protein] [protein_id=GAV06056.1] [location=complement(229907..230110)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06056.1_18953,RvY_16095-1,RvY_16095,hypothetical protein,GAV06056.1,RvY_16095,RvY_16095,GAV06056.1 hypothetical protein RvY_16095 [Ramazzottius varieornatus],hypothetical protein RvY_16095,TRUE
"lcl|BDGG01000013.1_cds_GAV06057.1_18954 [gene=RvY_16096-1] [locus_tag=RvY_16096] [protein=hypothetical protein] [protein_id=GAV06057.1] [location=complement(join(230388..230566,231088..231931))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06057.1_18954,RvY_16096-1,RvY_16096,hypothetical protein,GAV06057.1,RvY_16096,RvY_16096,GAV06057.1 hypothetical protein RvY_16096 [Ramazzottius varieornatus],hypothetical protein RvY_16096,TRUE
"lcl|BDGG01000013.1_cds_GAV06058.1_18955 [gene=RvY_16097] [locus_tag=RvY_16097-1] [protein=hypothetical protein] [protein_id=GAV06058.1] [location=complement(join(236723..237003,237086..237215,237292..237510))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06058.1_18955,RvY_16097,RvY_16097-1,hypothetical protein,GAV06058.1,RvY_16097,RvY_16097,GAV06058.1 hypothetical protein RvY_16097-1 [Ramazzottius varieornatus],hypothetical protein RvY_16097-1,TRUE
"lcl|BDGG01000013.1_cds_GAV06059.1_18956 [gene=RvY_16097] [locus_tag=RvY_16097-2] [protein=hypothetical protein] [protein_id=GAV06059.1] [location=complement(join(236775..236838,236919..237003,237086..237215,237292..237510))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06059.1_18956,RvY_16097,RvY_16097-2,hypothetical protein,GAV06059.1,RvY_16097,RvY_16097,GAV06059.1 hypothetical protein RvY_16097-2 [Ramazzottius varieornatus],hypothetical protein RvY_16097-2,TRUE
"lcl|BDGG01000013.1_cds_GAV06060.1_18957 [gene=RvY_16098] [locus_tag=RvY_16098-2] [protein=hypothetical protein] [protein_id=GAV06060.1] [location=complement(join(238002..238352,238430..238534))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06060.1_18957,RvY_16098,RvY_16098-2,hypothetical protein,GAV06060.1,RvY_16098,RvY_16098,GAV06060.1 hypothetical protein RvY_16098-2 [Ramazzottius varieornatus],hypothetical protein RvY_16098-2,TRUE
"lcl|BDGG01000013.1_cds_GAV06061.1_18958 [gene=RvY_16098] [locus_tag=RvY_16098-1] [protein=hypothetical protein] [protein_id=GAV06061.1] [location=complement(join(238046..238132,238200..238352,238430..238510,241589..241627,241878..241921,242006..242375))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06061.1_18958,RvY_16098,RvY_16098-1,hypothetical protein,GAV06061.1,RvY_16098,RvY_16098,GAV06061.1 hypothetical protein RvY_16098-1 [Ramazzottius varieornatus],hypothetical protein RvY_16098-1,TRUE
lcl|BDGG01000013.1_cds_GAV06062.1_18959 [gene=RvY_16098] [locus_tag=RvY_16098-3] [protein=hypothetical protein] [protein_id=GAV06062.1] [location=complement(241986..242375)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06062.1_18959,RvY_16098,RvY_16098-3,hypothetical protein,GAV06062.1,RvY_16098,RvY_16098,GAV06062.1 hypothetical protein RvY_16098-3 [Ramazzottius varieornatus],hypothetical protein RvY_16098-3,TRUE
"lcl|BDGG01000013.1_cds_GAV06063.1_18960 [gene=RvY_16099-1] [locus_tag=RvY_16099] [protein=hypothetical protein] [protein_id=GAV06063.1] [location=complement(join(246842..247024,247106..247222))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06063.1_18960,RvY_16099-1,RvY_16099,hypothetical protein,GAV06063.1,RvY_16099,RvY_16099,GAV06063.1 hypothetical protein RvY_16099 [Ramazzottius varieornatus],hypothetical protein RvY_16099,TRUE
lcl|BDGG01000013.1_cds_GAV06064.1_18961 [gene=RvY_16100-1] [locus_tag=RvY_16100] [protein=hypothetical protein] [protein_id=GAV06064.1] [location=complement(247253..247468)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06064.1_18961,RvY_16100-1,RvY_16100,hypothetical protein,GAV06064.1,RvY_16100,RvY_16100,GAV06064.1 hypothetical protein RvY_16100 [Ramazzottius varieornatus],hypothetical protein RvY_16100,TRUE
"lcl|BDGG01000013.1_cds_GAV06065.1_18962 [gene=RvY_16101-1] [locus_tag=RvY_16101] [protein=hypothetical protein] [protein_id=GAV06065.1] [location=complement(join(248040..248407,248661..248834,248900..248952,249036..249235,249296..249447,249507..249675,249734..249860,249928..250182,250285..250307))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06065.1_18962,RvY_16101-1,RvY_16101,hypothetical protein,GAV06065.1,RvY_16101,RvY_16101,GAV06065.1 hypothetical protein RvY_16101 [Ramazzottius varieornatus],hypothetical protein RvY_16101,TRUE
lcl|BDGG01000013.1_cds_GAV06066.1_18963 [gene=RvY_16102-1] [locus_tag=RvY_16102] [protein=hypothetical protein] [protein_id=GAV06066.1] [location=249460..249639] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06066.1_18963,RvY_16102-1,RvY_16102,hypothetical protein,GAV06066.1,RvY_16102,RvY_16102,GAV06066.1 hypothetical protein RvY_16102 [Ramazzottius varieornatus],hypothetical protein RvY_16102,TRUE
"lcl|BDGG01000013.1_cds_GAV06067.1_18964 [gene=RvY_16103-1] [locus_tag=RvY_16103] [protein=hypothetical protein] [protein_id=GAV06067.1] [location=complement(join(254534..254998,255066..255275,255448..255546))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06067.1_18964,RvY_16103-1,RvY_16103,hypothetical protein,GAV06067.1,RvY_16103,RvY_16103,GAV06067.1 hypothetical protein RvY_16103 [Ramazzottius varieornatus],hypothetical protein RvY_16103,TRUE
lcl|BDGG01000013.1_cds_GAV06068.1_18965 [gene=RvY_16104-1] [locus_tag=RvY_16104] [protein=hypothetical protein] [protein_id=GAV06068.1] [location=complement(255674..256060)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06068.1_18965,RvY_16104-1,RvY_16104,hypothetical protein,GAV06068.1,RvY_16104,RvY_16104,GAV06068.1 hypothetical protein RvY_16104 [Ramazzottius varieornatus],hypothetical protein RvY_16104,TRUE
lcl|BDGG01000013.1_cds_GAV06069.1_18966 [gene=RvY_16105-1] [locus_tag=RvY_16105] [protein=hypothetical protein] [protein_id=GAV06069.1] [location=complement(259163..259387)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06069.1_18966,RvY_16105-1,RvY_16105,hypothetical protein,GAV06069.1,RvY_16105,RvY_16105,GAV06069.1 hypothetical protein RvY_16105 [Ramazzottius varieornatus],hypothetical protein RvY_16105,TRUE
"lcl|BDGG01000013.1_cds_GAV06070.1_18967 [gene=RvY_16106-1] [locus_tag=RvY_16106] [protein=hypothetical protein] [protein_id=GAV06070.1] [location=complement(join(261363..261563,261799..261915))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06070.1_18967,RvY_16106-1,RvY_16106,hypothetical protein,GAV06070.1,RvY_16106,RvY_16106,GAV06070.1 hypothetical protein RvY_16106 [Ramazzottius varieornatus],hypothetical protein RvY_16106,TRUE
"lcl|BDGG01000013.1_cds_GAV06071.1_18968 [gene=RvY_16107-1] [locus_tag=RvY_16107] [protein=hypothetical protein] [protein_id=GAV06071.1] [location=join(262702..262955,263287..263878)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06071.1_18968,RvY_16107-1,RvY_16107,hypothetical protein,GAV06071.1,RvY_16107,RvY_16107,GAV06071.1 hypothetical protein RvY_16107 [Ramazzottius varieornatus],hypothetical protein RvY_16107,TRUE
"lcl|BDGG01000013.1_cds_GAV06072.1_18969 [gene=RvY_16108-1] [locus_tag=RvY_16108] [protein=hypothetical protein] [protein_id=GAV06072.1] [location=complement(join(263989..264260,264347..264450,264582..264844))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06072.1_18969,RvY_16108-1,RvY_16108,hypothetical protein,GAV06072.1,RvY_16108,RvY_16108,GAV06072.1 hypothetical protein RvY_16108 [Ramazzottius varieornatus],hypothetical protein RvY_16108,TRUE
"lcl|BDGG01000013.1_cds_GAV06073.1_18970 [gene=RvY_16109-1] [locus_tag=RvY_16109] [protein=hypothetical protein] [protein_id=GAV06073.1] [location=complement(join(266032..266324,266779..267007,267265..267548,267869..268940,269100..269449,269641..269787,269874..269931))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06073.1_18970,RvY_16109-1,RvY_16109,hypothetical protein,GAV06073.1,RvY_16109,RvY_16109,GAV06073.1 hypothetical protein RvY_16109 [Ramazzottius varieornatus],hypothetical protein RvY_16109,TRUE
"lcl|BDGG01000013.1_cds_GAV06074.1_18971 [gene=RvY_16110-1] [locus_tag=RvY_16110] [protein=hypothetical protein] [protein_id=GAV06074.1] [location=join(270247..270520,270915..271090)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06074.1_18971,RvY_16110-1,RvY_16110,hypothetical protein,GAV06074.1,RvY_16110,RvY_16110,GAV06074.1 hypothetical protein RvY_16110 [Ramazzottius varieornatus],hypothetical protein RvY_16110,TRUE
lcl|BDGG01000013.1_cds_GAV06075.1_18972 [gene=RvY_16111-1] [locus_tag=RvY_16111] [protein=hypothetical protein] [protein_id=GAV06075.1] [location=complement(276573..276812)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06075.1_18972,RvY_16111-1,RvY_16111,hypothetical protein,GAV06075.1,RvY_16111,RvY_16111,GAV06075.1 hypothetical protein RvY_16111 [Ramazzottius varieornatus],hypothetical protein RvY_16111,TRUE
"lcl|BDGG01000013.1_cds_GAV06076.1_18973 [gene=RvY_16112] [locus_tag=RvY_16112-1] [protein=hypothetical protein] [protein_id=GAV06076.1] [location=complement(join(277408..277703,277774..278080))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06076.1_18973,RvY_16112,RvY_16112-1,hypothetical protein,GAV06076.1,RvY_16112,RvY_16112,GAV06076.1 hypothetical protein RvY_16112-1 [Ramazzottius varieornatus],hypothetical protein RvY_16112-1,TRUE
"lcl|BDGG01000013.1_cds_GAV06077.1_18974 [gene=RvY_16112] [locus_tag=RvY_16112-2] [protein=hypothetical protein] [protein_id=GAV06077.1] [location=complement(join(277408..277703,277774..277861))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06077.1_18974,RvY_16112,RvY_16112-2,hypothetical protein,GAV06077.1,RvY_16112,RvY_16112,GAV06077.1 hypothetical protein RvY_16112-2 [Ramazzottius varieornatus],hypothetical protein RvY_16112-2,TRUE
