gene	gene_base	protein_id	ncbi_protein_desc	match_type	delta_pool	instability_score	pfam_name	pfam_acc	pfam_desc	pfam_hit_count	interpro_analysis	interpro_sig_acc	interpro_sig_desc	interpro_acc	interpro_desc	interpro_hit_count	raw_annotation	has_annotation	broad_group_auto	expert_reclassified_group	expert_reclassification_note	manual_reclassified	broad_group_precollapse	broad_group_figure
RvY_11311-1	NA	GAV00468.1	hypothetical protein	exact_gene	-0.00249135460593841	1.27143325675857	NA	NA	NA	NA	MobiDBLite	mobidb-lite	consensus disorder prediction			1	hypothetical protein; consensus disorder prediction; MobiDBLite	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_03755-1	NA	GAU91517.1	hypothetical protein	exact_gene	-0.0590833068144603	1.26492049984171	Ig_PDGFR_d4	PF25305.1	Platelet-derived growth factor receptor Ig-like domain 4	2	NA	NA	NA	NA	NA	NA	hypothetical protein; Platelet-derived growth factor receptor Ig-like domain 4; Ig_PDGFR_d4	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_19266-1	NA	GAV09781.1	hypothetical protein	exact_gene	0.0658907470291705	1.26391701141518	STAS; STAS_2; CBS	PF01740.26; PF13466.11; PF00571.33	STAS domain; CBS domain	5	PANTHER; ProSiteProfiles; SUPERFAMILY; CDD; Gene3D; Pfam	PTHR11814; PS50801; SSF52091; cd07042; G3DSA:3.30.750.24; PF01740	SULFATE TRANSPORTER; STAS domain profile.; SpoIIaa-like; STAS_SulP_like_sulfate_transporter; STAS domain	IPR001902; IPR002645; IPR036513	SLC26A/SulP transporter; STAS domain; STAS domain superfamily	6	hypothetical protein; STAS domain; CBS domain; SULFATE TRANSPORTER; STAS domain profile.; SpoIIaa-like; STAS_SulP_like_sulfate_transporter; STAS domain; SLC26A/SulP transporter; STAS domain; STAS domain superfamily; STAS; STAS_2; CBS; PANTHER; ProSiteProfiles; SUPERFAMILY; CDD; Gene3D; Pfam	TRUE	Transport/Membrane	Transport/Membrane		FALSE	Transport/Membrane	Transport/Membrane
RvY_08835-1	NA	GAU97561.1	hypothetical protein	exact_gene	-0.104397501594353	1.26091948001493	ORMDL	PF04061.19	ORMDL family	1	PIRSF; PANTHER; Pfam	PIRSF018147; PTHR12665; PF04061	ORM1; ORMDL PROTEINS; ORMDL family	IPR007203	ORMDL family	3	hypothetical protein; ORMDL family; ORM1; ORMDL PROTEINS; ORMDL family; ORMDL; PIRSF; PANTHER; Pfam	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_18848-1	NA	GAV09279.1	hypothetical protein	exact_gene	-0.0317092441906759	1.25610093167913	DUF1908	PF08926.16	Domain of unknown function (DUF1908)	1	SUPERFAMILY; MobiDBLite; Gene3D	SSF49562; mobidb-lite; G3DSA:2.60.40.150	C2 domain (Calcium/lipid-binding domain, CaLB); consensus disorder prediction; C2 domain	IPR035892	C2 domain superfamily	4	hypothetical protein; Domain of unknown function (DUF1908); C2 domain (Calcium/lipid-binding domain, CaLB); consensus disorder prediction; C2 domain; C2 domain superfamily; DUF1908; SUPERFAMILY; MobiDBLite; Gene3D	TRUE	DUF / unknown conserved	DUF / unknown conserved		FALSE	DUF / unknown conserved	DUF / unknown conserved
RvY_03403-1	NA	GAU91081.1	hypothetical protein	exact_gene	0.0482389575911588	1.25136243343575	Senescence_reg	PF04520.18	Senescence regulator	1	MobiDBLite	mobidb-lite	consensus disorder prediction			2	hypothetical protein; Senescence regulator; consensus disorder prediction; Senescence_reg; MobiDBLite	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated		FALSE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_03207-1	NA	GAU90847.1	hypothetical protein	exact_gene	-0.0440145603736744	1.25107987280532	PRMT_C; Methyltransf_25; PrmA; Methyltransf_18; Methyltransf_31; Methyltransf_23; Methyltransf_11; CMAS; Methyltransf_9; MTS; TRM5-TYW2_MTfase; TrmK	PF22528.1; PF13649.12; PF06325.19; PF12847.13; PF13847.12; PF13489.12; PF08241.18; PF02353.26; PF08003.17; PF05175.20; PF02475.24; PF04816.18	Arginine methyltransferase oligomerization subdomain; Methyltransferase domain; Ribosomal protein L11 methyltransferase (PrmA); Mycolic acid cyclopropane synthetase; Protein of unknown function (DUF1698); Methyltransferase small domain; TRM5/TYW2 methyltransferase domain; tRNA (adenine(22)-N(1))-methyltransferase	13	PANTHER; Gene3D; FunFam; Pfam; SUPERFAMILY; ProSiteProfiles; CDD	PTHR11006; G3DSA:3.40.50.150; G3DSA:3.40.50.150:FF:000003; PF13649; G3DSA:2.70.160.11; SSF53335; PS51678; cd02440	PROTEIN ARGININE N-METHYLTRANSFERASE; Vaccinia Virus protein VP39; Blast:Protein arginine N-methyltransferase 1; Methyltransferase domain; S-adenosyl-L-methionine-dependent methyltransferases; SAM-dependent methyltransferase PRMT-type domain profile.; AdoMet_MTases	IPR025799; IPR029063; IPR041698	Protein arginine N-methyltransferase; S-adenosyl-L-methionine-dependent methyltransferase superfamily; Methyltransferase domain 25	8	hypothetical protein; Arginine methyltransferase oligomerization subdomain; Methyltransferase domain; Ribosomal protein L11 methyltransferase (PrmA); Mycolic acid cyclopropane synthetase; Protein of unknown function (DUF1698); Methyltransferase small domain; TRM5/TYW2 methyltransferase domain; tRNA (adenine(22)-N(1))-methyltransferase; PROTEIN ARGININE N-METHYLTRANSFERASE; Vaccinia Virus protein VP39; Blast:Protein arginine N-methyltransferase 1; Methyltransferase domain; S-adenosyl-L-methionine-dependent methyltransferases; SAM-dependent methyltransferase PRMT-type domain profile.; AdoMet_MTases; Protein arginine N-methyltransferase; S-adenosyl-L-methionine-dependent methyltransferase superfamily; Methyltransferase domain 25; PRMT_C; Methyltransf_25; PrmA; Methyltransf_18; Methyltransf_31; Methyltransf_23; Methyltransf_11; CMAS; Methyltransf_9; MTS; TRM5-TYW2_MTfase; TrmK; PANTHER; Gene3D; FunFam; Pfam; SUPERFAMILY; ProSiteProfiles; CDD	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_17155	NA	GAV07301.1	hypothetical protein	exact_gene	-0.0968068282984937	1.25051170597615	HTH_Tnp_Tc5	PF03221.22	Tc5 transposase DNA-binding domain	3	NA	NA	NA	NA	NA	NA	hypothetical protein; Tc5 transposase DNA-binding domain; HTH_Tnp_Tc5	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated		FALSE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_05679	NA	GAU93794.1	hypothetical protein	exact_gene	0.040889612775632	1.25050620342975	FAIM1; MtxA_IG-like	PF06905.18; PF22433.2	Fas apoptotic inhibitory molecule (FAIM1); Magnetotaxis protein MtxA, Immunoglobulin-like domain	4	Gene3D; Pfam; PANTHER	G3DSA:2.40.128.180; PF06905; PTHR13088	Fas apoptotic inhibitory molecule (FAIM1); FAS APOPTOTIC INHIBITORY MOLECULE FAIM	IPR038513; IPR010695	FAIM1 domain superfamily; Fas apoptotic inhibitory molecule 1	4	hypothetical protein; Fas apoptotic inhibitory molecule (FAIM1); Magnetotaxis protein MtxA, Immunoglobulin-like domain; Fas apoptotic inhibitory molecule (FAIM1); FAS APOPTOTIC INHIBITORY MOLECULE FAIM; FAIM1 domain superfamily; Fas apoptotic inhibitory molecule 1; FAIM1; MtxA_IG-like; Gene3D; Pfam; PANTHER	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_10601-1	NA	GAU99633.1	hypothetical protein	exact_gene	0.0625412602967534	1.24838280549221	TFIIA	PF03153.18	Transcription factor IIA, alpha/beta subunit	1	MobiDBLite	mobidb-lite	consensus disorder prediction			3	hypothetical protein; Transcription factor IIA, alpha/beta subunit; consensus disorder prediction; TFIIA; MobiDBLite	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated		FALSE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_16143-1	NA	GAV06111.1	hypothetical protein	exact_gene	0.0472019897382587	1.23759343534126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_18043-1	NA	GAV08333.1	hypothetical protein	exact_gene	-0.0470904861374448	1.23512877861613	NifU	PF01106.22	NifU-like domain	2	NA	NA	NA	NA	NA	NA	hypothetical protein; NifU-like domain; NifU	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_07341-1	NA	GAU95784.1	hypothetical protein	exact_gene	-0.109322244442591	1.23236760872738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_02464-1	NA	GAU89980.1	hypothetical protein	exact_gene	-0.0967286320691203	1.23165672596317	MISS	PF15822.10	MAPK-interacting and spindle-stabilising protein-like	1	NA	NA	NA	NA	NA	NA	hypothetical protein; MAPK-interacting and spindle-stabilising protein-like; MISS	TRUE	Structural/Other	Structural/Other		FALSE	Structural/Other	Structural/Other
RvY_07155-1	NA	GAU95555.1	hypothetical protein	exact_gene	-0.113555812692501	1.23157115376733	Self-incomp_S1	PF05938.17	Plant self-incompatibility protein S1	1	NA	NA	NA	NA	NA	NA	hypothetical protein; Plant self-incompatibility protein S1; Self-incomp_S1	TRUE	Binding proteins	Binding proteins	Plant-like binding annotation	TRUE	Binding proteins	Binding proteins
RvY_18479	NA	GAV08846.1	hypothetical protein	exact_gene	0.0327590720205171	1.22936071250444	Alg14; FA_desaturase	PF08660.17; PF00487.30	Oligosaccharide biosynthesis protein Alg14 like; Fatty acid desaturase	3	Pfam; PANTHER; SUPERFAMILY; Gene3D	PF08660; PTHR12154; SSF53756; G3DSA:3.40.50.2000	Oligosaccharide biosynthesis protein Alg14 like; GLYCOSYL TRANSFERASE-RELATED; UDP-Glycosyltransferase/glycogen phosphorylase; Glycogen Phosphorylase B;	IPR013969	Oligosaccharide biosynthesis protein Alg14-like	4	hypothetical protein; Oligosaccharide biosynthesis protein Alg14 like; Fatty acid desaturase; Oligosaccharide biosynthesis protein Alg14 like; GLYCOSYL TRANSFERASE-RELATED; UDP-Glycosyltransferase/glycogen phosphorylase; Glycogen Phosphorylase B;; Oligosaccharide biosynthesis protein Alg14-like; Alg14; FA_desaturase; Pfam; PANTHER; SUPERFAMILY; Gene3D	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_04958-1	NA	GAU92948.1	hypothetical protein	exact_gene	0.104952232539498	1.22818082953133	ThiJ_like; DJ-1_PfpI; GATase_3; GATase; Catalase_C	PF17124.11; PF01965.30; PF07685.20; PF00117.34; PF18011.7	ThiJ/PfpI family-like; DJ-1/PfpI family; CobB/CobQ-like glutamine amidotransferase domain; Glutamine amidotransferase class-I; C-terminal domain found in long catalases	6	Pfam; SUPERFAMILY; Gene3D; PANTHER	PF17124; SSF52317; G3DSA:3.40.50.880; PTHR43068	ThiJ/PfpI family-like; Class I glutamine amidotransferase-like; SLR1854 PROTEIN	IPR032633; IPR029062	ThiJ/PfpI family-like; Class I glutamine amidotransferase-like	4	hypothetical protein; ThiJ/PfpI family-like; DJ-1/PfpI family; CobB/CobQ-like glutamine amidotransferase domain; Glutamine amidotransferase class-I; C-terminal domain found in long catalases; ThiJ/PfpI family-like; Class I glutamine amidotransferase-like; SLR1854 PROTEIN; ThiJ/PfpI family-like; Class I glutamine amidotransferase-like; ThiJ_like; DJ-1_PfpI; GATase_3; GATase; Catalase_C; Pfam; SUPERFAMILY; Gene3D; PANTHER	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_09555-1	NA	GAU98403.1	hypothetical protein	exact_gene	0.084038680634885	1.22788735818499	NIF; ubiquitin; UbiD_C	PF03031.24; PF00240.29; PF20696.2	NLI interacting factor-like phosphatase; Ubiquitin family; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase C-terminal domain	3	SMART; Pfam; NCBIfam; PANTHER; SUPERFAMILY; MobiDBLite; Gene3D; ProSiteProfiles	SM00213; PF03031; TIGR02245; PTHR48405; SSF54236; mobidb-lite; G3DSA:3.40.50.1000; SM00577; PS50053; PF00240; SSF56784; G3DSA:3.10.20.90; PS50969	ubq_7; NLI interacting factor-like phosphatase; HAD-IIID family hydrolase; UBIQUITIN-LIKE DOMAIN-CONTAINING CTD PHOSPHATASE 1; Ubiquitin-like; consensus disorder prediction; forpap2; Ubiquitin domain profile.; Ubiquitin family; HAD-like; FCP1 homology domain profile.	IPR000626; IPR004274; IPR011943; IPR029071; IPR023214; IPR036412	Ubiquitin-like domain; FCP1 homology domain; HAD-superfamily hydrolase, subfamily IIID; Ubiquitin-like domain superfamily; HAD superfamily; HAD-like superfamily	13	hypothetical protein; NLI interacting factor-like phosphatase; Ubiquitin family; 3-octaprenyl-4-hydroxybenzoate carboxy-lyase C-terminal domain; ubq_7; NLI interacting factor-like phosphatase; HAD-IIID family hydrolase; UBIQUITIN-LIKE DOMAIN-CONTAINING CTD PHOSPHATASE 1; Ubiquitin-like; consensus disorder prediction; forpap2; Ubiquitin domain profile.; Ubiquitin family; HAD-like; FCP1 homology domain profile.; Ubiquitin-like domain; FCP1 homology domain; HAD-superfamily hydrolase, subfamily IIID; Ubiquitin-like domain superfamily; HAD superfamily; HAD-like superfamily; NIF; ubiquitin; UbiD_C; SMART; Pfam; NCBIfam; PANTHER; SUPERFAMILY; MobiDBLite; Gene3D; ProSiteProfiles	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_17794-1	NA	GAV08038.1	hypothetical protein	exact_gene	-0.0853494861805899	1.22545552965639	HLH; CCD48; bHLH_ILI; tRNA-synt_His; bHLH_INO2	PF00010.31; PF15799.10; PF23174.1; PF13393.11; PF23179.1	Helix-loop-helix DNA-binding domain; Coiled-coil domain-containing protein 48; ILI bHLH domain; Histidyl-tRNA synthetase; INO2 bHLH domain	7	MobiDBLite; SMART; SUPERFAMILY; CDD; PANTHER; Coils; Pfam; ProSiteProfiles; Gene3D; FunFam	mobidb-lite; SM00353; SSF47459; cd11406; PTHR10328; Coil; PF00010; PS50888; G3DSA:4.10.280.10; G3DSA:4.10.280.10:FF:000019	consensus disorder prediction; finulus; HLH, helix-loop-helix DNA-binding domain; bHLHzip_Max; PROTEIN MAX  MYC-ASSOCIATED FACTOR X; Coil; Helix-loop-helix DNA-binding domain; Myc-type, basic helix-loop-helix (bHLH) domain profile.; Myc proto-oncogene protein	IPR011598; IPR036638	Myc-type, basic helix-loop-helix (bHLH) domain; Helix-loop-helix DNA-binding domain superfamily	11	hypothetical protein; Helix-loop-helix DNA-binding domain; Coiled-coil domain-containing protein 48; ILI bHLH domain; Histidyl-tRNA synthetase; INO2 bHLH domain; consensus disorder prediction; finulus; HLH, helix-loop-helix DNA-binding domain; bHLHzip_Max; PROTEIN MAX  MYC-ASSOCIATED FACTOR X; Coil; Helix-loop-helix DNA-binding domain; Myc-type, basic helix-loop-helix (bHLH) domain profile.; Myc proto-oncogene protein; Myc-type, basic helix-loop-helix (bHLH) domain; Helix-loop-helix DNA-binding domain superfamily; HLH; CCD48; bHLH_ILI; tRNA-synt_His; bHLH_INO2; MobiDBLite; SMART; SUPERFAMILY; CDD; PANTHER; Coils; Pfam; ProSiteProfiles; Gene3D; FunFam	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated		FALSE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_00410-1	NA	GAU87584.1	hypothetical protein	exact_gene	-0.0208814746950843	1.22495210030081	Pigment_DH	PF06324.16	Pigment-dispersing hormone (PDH)	1	NA	NA	NA	NA	NA	NA	hypothetical protein; Pigment-dispersing hormone (PDH); Pigment_DH	TRUE	Signaling/Receptor	Signaling/Receptor	Neuropeptide hormone; circadian/behavioral signaling component	TRUE	Signaling/Receptor	Signaling/Receptor
RvY_18122-1	NA	GAV08434.1	hypothetical protein	exact_gene	0.0749986111694101	1.22120936572329	F-box-like; F-box; KASH_CCD; NUDE_C; YabA; HMMR_C	PF12937.12; PF00646.38; PF14662.11; PF04880.18; PF06156.18; PF15908.10	F-box-like; F-box domain; Coiled-coil region of CCDC155 or KASH; NUDE protein, C-terminal conserved region; Initiation control protein YabA; Hyaluronan mediated motility receptor C-terminal	11	ProSiteProfiles; Pfam; Coils; SUPERFAMILY; Gene3D	PS50181; PF12937; Coil; SSF81383; G3DSA:1.20.1280.50	F-box domain profile.; F-box-like; Coil; F-box domain	IPR001810; IPR036047	F-box domain; F-box-like domain superfamily	5	hypothetical protein; F-box-like; F-box domain; Coiled-coil region of CCDC155 or KASH; NUDE protein, C-terminal conserved region; Initiation control protein YabA; Hyaluronan mediated motility receptor C-terminal; F-box domain profile.; F-box-like; Coil; F-box domain; F-box domain; F-box-like domain superfamily; F-box-like; F-box; KASH_CCD; NUDE_C; YabA; HMMR_C; ProSiteProfiles; Pfam; Coils; SUPERFAMILY; Gene3D	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_18134	NA	GAV08448.1	hypothetical protein	exact_gene	-0.0962406491791263	1.22096572583744	NA	NA	NA	NA	MobiDBLite	mobidb-lite	consensus disorder prediction			1	hypothetical protein; consensus disorder prediction; MobiDBLite	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_01072-1	NA	GAU88361.1	hypothetical protein	exact_gene	0.05292679560847	1.2205658651959	IQ	PF00612.33	IQ calmodulin-binding motif	1	ProSiteProfiles; MobiDBLite; Gene3D	PS50096; mobidb-lite; G3DSA:1.20.5.190	IQ motif profile.; consensus disorder prediction	IPR000048	IQ motif, EF-hand binding site	5	hypothetical protein; IQ calmodulin-binding motif; IQ motif profile.; consensus disorder prediction; IQ motif, EF-hand binding site; IQ; ProSiteProfiles; MobiDBLite; Gene3D	TRUE	Binding proteins	Binding proteins		FALSE	Binding proteins	Binding proteins
RvY_19540-1	NA	GAV10042.1	hypothetical protein	exact_gene	-0.102548415534092	1.21716711158953	HEAT_MROH2B_C; HEAT_IPO9_c; HEAT; Dopey_N; RTP1_C1; ARM_PUB	PF23227.1; PF25018.1; PF02985.28; PF04118.20; PF10363.15; PF25598.1	MROH2B-like, HEAT repeats; Importin-9 central HEAT repeats; HEAT repeat; Dopey, N-terminal; Required for nuclear transport of RNA pol II C-terminus 1; Plant U-box protein ARM repeat region	16	PANTHER; SUPERFAMILY; Gene3D	PTHR23120; SSF48371; G3DSA:1.25.10.10	MAESTRO-RELATED HEAT DOMAIN-CONTAINING; ARM repeat	IPR045206; IPR016024; IPR011989	Maestro heat-like repeat-containing protein; Armadillo-type fold; Armadillo-like helical	3	hypothetical protein; MROH2B-like, HEAT repeats; Importin-9 central HEAT repeats; HEAT repeat; Dopey, N-terminal; Required for nuclear transport of RNA pol II C-terminus 1; Plant U-box protein ARM repeat region; MAESTRO-RELATED HEAT DOMAIN-CONTAINING; ARM repeat; Maestro heat-like repeat-containing protein; Armadillo-type fold; Armadillo-like helical; HEAT_MROH2B_C; HEAT_IPO9_c; HEAT; Dopey_N; RTP1_C1; ARM_PUB; PANTHER; SUPERFAMILY; Gene3D	TRUE	Repeat / scaffold proteins	Repeat / scaffold proteins		FALSE	Repeat / scaffold proteins	Repeat / scaffold proteins
RvY_18595-1	NA	GAV08983.1	hypothetical protein	exact_gene	0.0546555220522036	1.21585303817352	AT_hook; Beta-prop_SPT8	PF02178.24; PF23798.1	AT hook motif; SPT8 beta propeller	2	MobiDBLite	mobidb-lite	consensus disorder prediction			2	hypothetical protein; AT hook motif; SPT8 beta propeller; consensus disorder prediction; AT_hook; Beta-prop_SPT8; MobiDBLite	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_07817-1	NA	GAU96359.1	hypothetical protein	exact_gene	0.0506332032597783	1.21558727628917	SMC_N; AAA_23; AAA_29; AAA_15; SMC_hinge; APG6_N; AAA_21; NACHT; DUF3301; ABC_tran; DUF1843; HsbA; Peptidase_Prp	PF02463.25; PF13476.12; PF13555.12; PF13175.12; PF06470.18; PF17675.6; PF13304.12; PF05729.18; PF11743.13; PF00005.33; PF08898.15; PF12296.13; PF04327.17	RecF/RecN/SMC N terminal domain; AAA domain; P-loop containing region of AAA domain; AAA ATPase domain; SMC proteins Flexible Hinge Domain; Apg6 coiled-coil region; AAA domain, putative AbiEii toxin, Type IV TA system; NACHT domain; Protein of unknown function (DUF3301); ABC transporter; Domain of unknown function (DUF1843); Hydrophobic surface binding protein A; Cysteine protease Prp	32	SUPERFAMILY; Coils; Gene3D; Pfam; PANTHER	SSF52540; Coil; G3DSA:1.10.287.1490; G3DSA:3.40.50.300; PF02463; PTHR19306	P-loop containing nucleoside triphosphate hydrolases; Coil; RecF/RecN/SMC N terminal domain; STRUCTURAL MAINTENANCE OF CHROMOSOMES 5,6  SMC5, SMC6	IPR027417; IPR003395	P-loop containing nucleoside triphosphate hydrolase; RecF/RecN/SMC, N-terminal	16	hypothetical protein; RecF/RecN/SMC N terminal domain; AAA domain; P-loop containing region of AAA domain; AAA ATPase domain; SMC proteins Flexible Hinge Domain; Apg6 coiled-coil region; AAA domain, putative AbiEii toxin, Type IV TA system; NACHT domain; Protein of unknown function (DUF3301); ABC transporter; Domain of unknown function (DUF1843); Hydrophobic surface binding protein A; Cysteine protease Prp; P-loop containing nucleoside triphosphate hydrolases; Coil; RecF/RecN/SMC N terminal domain; STRUCTURAL MAINTENANCE OF CHROMOSOMES 5,6  SMC5, SMC6; P-loop containing nucleoside triphosphate hydrolase; RecF/RecN/SMC, N-terminal; SMC_N; AAA_23; AAA_29; AAA_15; SMC_hinge; APG6_N; AAA_21; NACHT; DUF3301; ABC_tran; DUF1843; HsbA; Peptidase_Prp; SUPERFAMILY; Coils; Gene3D; Pfam; PANTHER	TRUE	Proteolysis	Proteolysis		FALSE	Proteolysis	Proteolysis
RvY_19658-1	NA	GAV10088.1	hypothetical protein	exact_gene	-0.0480399445338673	1.21366855034091	DUF5662; PPP4R2	PF18907.5; PF09184.16	Family of unknown function (DUF5662); PPP4R2	2	MobiDBLite	mobidb-lite	consensus disorder prediction			3	hypothetical protein; Family of unknown function (DUF5662); PPP4R2; consensus disorder prediction; DUF5662; PPP4R2; MobiDBLite	TRUE	DUF / unknown conserved	DUF / unknown conserved		FALSE	DUF / unknown conserved	DUF / unknown conserved
RvY_05373-1	NA	GAU93431.1	hypothetical protein	exact_gene	0.117294294777318	1.21332283144793	PAE	PF03283.19	Pectinacetylesterase	1	PANTHER; Pfam	PTHR21562; PF03283	NOTUM-RELATED; Pectinacetylesterase	IPR004963	Pectinacetylesterase/NOTUM	2	hypothetical protein; Pectinacetylesterase; NOTUM-RELATED; Pectinacetylesterase; Pectinacetylesterase/NOTUM; PAE; PANTHER; Pfam	TRUE	Metabolism/Enzyme	Metabolism/Enzyme	Possible microbiome/contamination-associated enzyme	TRUE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_15790-1	NA	GAV05698.1	hypothetical protein	exact_gene	0.0265130274302834	1.21285650993519	dCMP_cyt_deam_1; MafB19-deam	PF00383.29; PF14437.12	Cytidine and deoxycytidylate deaminase zinc-binding region; MafB19-like deaminase	2	CDD; ProSiteProfiles; SUPERFAMILY; PANTHER; Pfam; FunFam; Gene3D	cd01286; PS51747; SSF53927; PTHR11086; PF00383; G3DSA:3.40.140.10:FF:000021; G3DSA:3.40.140.10	deoxycytidylate_deaminase; Cytidine and deoxycytidylate deaminases domain profile.; Cytidine deaminase-like; DEOXYCYTIDYLATE DEAMINASE-RELATED; Cytidine and deoxycytidylate deaminase zinc-binding region; Deoxycytidylate deaminase; Cytidine Deaminase, domain 2	IPR035105; IPR002125; IPR016193; IPR015517	Deoxycytidylate deaminase domain; Cytidine and deoxycytidylate deaminase domain; Cytidine deaminase-like; Deoxycytidylate deaminase-related	7	hypothetical protein; Cytidine and deoxycytidylate deaminase zinc-binding region; MafB19-like deaminase; deoxycytidylate_deaminase; Cytidine and deoxycytidylate deaminases domain profile.; Cytidine deaminase-like; DEOXYCYTIDYLATE DEAMINASE-RELATED; Cytidine and deoxycytidylate deaminase zinc-binding region; Deoxycytidylate deaminase; Cytidine Deaminase, domain 2; Deoxycytidylate deaminase domain; Cytidine and deoxycytidylate deaminase domain; Cytidine deaminase-like; Deoxycytidylate deaminase-related; dCMP_cyt_deam_1; MafB19-deam; CDD; ProSiteProfiles; SUPERFAMILY; PANTHER; Pfam; FunFam; Gene3D	TRUE	Binding proteins	Binding proteins		FALSE	Binding proteins	Binding proteins
RvY_00502-1	NA	GAU87689.1	hypothetical protein	exact_gene	0.0612534178537079	1.21158407054609	NA	NA	NA	NA	MobiDBLite	mobidb-lite	consensus disorder prediction			7	hypothetical protein; consensus disorder prediction; MobiDBLite	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_01540-1	NA	GAU88927.1	hypothetical protein	exact_gene	-0.0801920685543109	1.21019648459509	DOMON; Stealth_CR1	PF03351.22; PF17101.10	DOMON domain; Stealth protein CR1, conserved region 1	2	CDD; MobiDBLite; PANTHER; SMART; ProSiteProfiles; Pfam; SUPERFAMILY	cd09631; mobidb-lite; PTHR10157; SM00664; PS50836; PF03351; SSF49344	DOMON_DOH; consensus disorder prediction; DOPAMINE BETA HYDROXYLASE RELATED; DOMON_3; DOMON domain profile.; DOMON domain; CBD9-like	IPR045266; IPR000945; IPR005018	Copper-dependent monooxygenases, DOMON domain; Dopamine beta-hydroxylase-like; DOMON domain	9	hypothetical protein; DOMON domain; Stealth protein CR1, conserved region 1; DOMON_DOH; consensus disorder prediction; DOPAMINE BETA HYDROXYLASE RELATED; DOMON_3; DOMON domain profile.; DOMON domain; CBD9-like; Copper-dependent monooxygenases, DOMON domain; Dopamine beta-hydroxylase-like; DOMON domain; DOMON; Stealth_CR1; CDD; MobiDBLite; PANTHER; SMART; ProSiteProfiles; Pfam; SUPERFAMILY	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_05898	NA	GAU94056.1	hypothetical protein	exact_gene	-0.011969137444332	1.20849308970367	IFT20; DUF357; Fer2_BFD; RIN1	PF14931.11; PF04010.18; PF04324.20; PF23268.1	Intraflagellar transport complex B, subunit 20; Protein of unknown function (DUF357); BFD-like [2Fe-2S] binding domain; RIN1-like domain	6	Coils; Pfam	Coil; PF14931	Coil; Intraflagellar transport complex B, subunit 20	IPR028172	Intraflagellar transport protein 20	2	hypothetical protein; Intraflagellar transport complex B, subunit 20; Protein of unknown function (DUF357); BFD-like [2Fe-2S] binding domain; RIN1-like domain; Coil; Intraflagellar transport complex B, subunit 20; Intraflagellar transport protein 20; IFT20; DUF357; Fer2_BFD; RIN1; Coils; Pfam	TRUE	DUF / unknown conserved	DUF / unknown conserved		FALSE	DUF / unknown conserved	DUF / unknown conserved
